TransactionID,CustomerID,TransactionDate,ProductID,Quantity,UnitPrice,TotalAmount,Rating,PaymentMethod
1555,1190,2023-12-04 00:00:00,228,11,274.15,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1556,1365,2023-03-02 00:00:00,262,8,315.65,<function <lambda> at 0x7ebdb933e050>,5,PayPal
1557,1255,2023-03-28 00:00:00,272,6,689.66,<function <lambda> at 0x7ebdb933e050>,5,12345
1558,1008,2023-09-15 00:00:00,260,3,249.26,<function <lambda> at 0x7ebdb933e050>,3,12345
1559,1477,2023-06-27 00:00:00,263,12,452.98,<function <lambda> at 0x7ebdb933e050>,5,12345
1560,1116,2023-08-30 00:00:00,268,3,100.5,<function <lambda> at 0x7ebdb933e050>,2,12345
1561,1266,2023-07-22 00:00:00,239,12,50.51,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1562,1098,InvalidDate,274,6,610.72,<function <lambda> at 0x7ebdb933e050>,4,12345
1563,1484,2023-10-16 00:00:00,200,12,512.86,<function <lambda> at 0x7ebdb933e050>,5,PayPal
1564,1297,2023-03-21 00:00:00,264,7,225.66,<function <lambda> at 0x7ebdb933e050>,5,PayPal
1565,1396,2023-01-11 00:00:00,261,8,355.68,<function <lambda> at 0x7ebdb933e050>,2,
1566,1163,2023-09-11 00:00:00,253,5,99.34,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1567,1375,2023-10-14 00:00:00,259,10,496.48,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1568,1140,2023-06-25 00:00:00,245,6,53.88,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
1569,1267,2023-05-06 00:00:00,204,12,531.14,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1570,1036,2023-02-16 00:00:00,221,1,385.05,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1571,1073,2023-07-25 00:00:00,289,6,198.8,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1572,1072,2023-04-17 00:00:00,252,9,604.49,<function <lambda> at 0x7ebdb933e050>,4,
1573,1307,InvalidDate,269,10,690.32,<function <lambda> at 0x7ebdb933e050>,5,
1574,1198,2023-12-03 00:00:00,231,4,181.77,<function <lambda> at 0x7ebdb933e050>,2,12345
1575,1129,2023-05-03 00:00:00,210,14,565.34,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1576,1245,2023-05-14 00:00:00,209,14,526.37,<function <lambda> at 0x7ebdb933e050>,2,
1577,1311,2023-04-17 00:00:00,238,10,524.3,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1578,1059,2023-11-01 00:00:00,297,13,670.28,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
1579,1278,2023-11-25 00:00:00,230,1,343.2,<function <lambda> at 0x7ebdb933e050>,4,12345
1580,1102,2023-02-19 00:00:00,211,14,473.55,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1581,1295,2023-12-03 00:00:00,279,11,577.59,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1582,1319,2023-04-05 00:00:00,237,9,338.28,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1583,1486,2023-09-25 00:00:00,266,4,339.59,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
1584,1340,2023-01-23 00:00:00,265,2,226.47,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
1585,1150,2023-02-23 00:00:00,251,1,547.67,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1586,1156,2023-09-11 00:00:00,204,3,481.91,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1587,1205,2023-08-23 00:00:00,210,7,318.54,<function <lambda> at 0x7ebdb933e050>,5,
1588,1473,2023-02-28 00:00:00,224,11,296.44,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1589,1178,2023-06-13 00:00:00,234,10,55.45,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1590,1196,2023-09-16 00:00:00,234,2,9.52,<function <lambda> at 0x7ebdb933e050>,1,
1591,1222,2023-11-10 00:00:00,221,9,372.58,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1592,1088,2023-08-04 00:00:00,236,12,295.16,<function <lambda> at 0x7ebdb933e050>,1,12345
1593,1286,2023-07-02 00:00:00,285,13,558.25,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1594,1433,2023-02-26 00:00:00,254,11,382.14,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1595,1275,2023-05-25 00:00:00,274,2,656.01,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1596,1235,2023-03-31 00:00:00,295,5,141.32,<function <lambda> at 0x7ebdb933e050>,1,12345
1597,1182,2023-11-07 00:00:00,298,8,693.15,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1598,1208,2023-02-14 00:00:00,294,13,212.05,<function <lambda> at 0x7ebdb933e050>,5,12345
1599,1492,2023-09-14 00:00:00,271,13,451.48,<function <lambda> at 0x7ebdb933e050>,N/A,12345
1600,1129,2023-01-21 00:00:00,263,12,353.79,<function <lambda> at 0x7ebdb933e050>,5,
1601,1152,2023-01-21 00:00:00,219,10,254.91,<function <lambda> at 0x7ebdb933e050>,5,12345
1602,1012,2023-02-21 00:00:00,297,8,101.82,<function <lambda> at 0x7ebdb933e050>,1,
1603,1121,2023-12-04 00:00:00,203,3,98.71,<function <lambda> at 0x7ebdb933e050>,1,
1604,1358,2023-06-20 00:00:00,217,2,499.5,<function <lambda> at 0x7ebdb933e050>,3,12345
1605,1219,2023-03-08 00:00:00,250,9,267.46,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1606,1105,2023-04-23 00:00:00,267,3,673.1,<function <lambda> at 0x7ebdb933e050>,2,12345
1607,1374,2023-10-27 00:00:00,219,8,231.33,<function <lambda> at 0x7ebdb933e050>,2,12345
1608,1069,2023-06-09 00:00:00,208,2,688.55,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1609,1194,2023-09-23 00:00:00,279,3,147.77,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1610,1185,InvalidDate,225,1,76.46,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1611,1098,2023-08-20 00:00:00,224,14,222.24,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1612,1081,2023-11-21 00:00:00,267,11,620.48,<function <lambda> at 0x7ebdb933e050>,3,12345
1613,1074,2023-03-09 00:00:00,240,6,367.69,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
1614,1373,2023-01-28 00:00:00,258,13,99.28,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1615,1339,2023-04-26 00:00:00,244,7,145.74,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1616,1191,2023-02-20 00:00:00,240,4,221.33,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1617,1324,2023-06-30 00:00:00,237,1,415.17,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1618,1466,2023-09-17 00:00:00,218,3,236.0,<function <lambda> at 0x7ebdb933e050>,5,
1619,1213,2023-03-20 00:00:00,213,9,524.2,<function <lambda> at 0x7ebdb933e050>,1,12345
1620,1314,2023-09-30 00:00:00,220,5,433.32,<function <lambda> at 0x7ebdb933e050>,5,PayPal
1621,1443,2023-04-18 00:00:00,214,6,612.31,<function <lambda> at 0x7ebdb933e050>,3,12345
1622,1466,2023-03-15 00:00:00,202,4,353.17,<function <lambda> at 0x7ebdb933e050>,5,
1623,1381,2023-06-24 00:00:00,236,1,235.17,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1624,1366,2023-07-03 00:00:00,245,14,697.41,<function <lambda> at 0x7ebdb933e050>,4,12345
1625,1317,2023-01-23 00:00:00,215,5,252.17,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1626,1143,2023-10-01 00:00:00,213,5,302.88,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1627,1383,2023-05-09 00:00:00,208,5,567.34,<function <lambda> at 0x7ebdb933e050>,5,12345
1628,1215,2023-10-18 00:00:00,206,6,66.6,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1629,1360,2023-11-16 00:00:00,213,11,273.61,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1630,1323,2023-07-05 00:00:00,205,2,64.57,<function <lambda> at 0x7ebdb933e050>,1,12345
1631,1014,2023-02-28 00:00:00,284,1,101.82,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1632,1216,2023-01-01 00:00:00,214,2,8.23,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
1633,1491,2023-05-11 00:00:00,251,13,11.63,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1634,1438,2023-03-08 00:00:00,271,10,269.3,<function <lambda> at 0x7ebdb933e050>,1,12345
1635,1034,2023-10-20 00:00:00,233,6,567.37,<function <lambda> at 0x7ebdb933e050>,4,
1636,1182,2023-10-12 00:00:00,200,5,412.97,<function <lambda> at 0x7ebdb933e050>,N/A,12345
1637,1269,2023-03-30 00:00:00,295,5,446.27,<function <lambda> at 0x7ebdb933e050>,2,12345
1638,1432,2023-04-10 00:00:00,268,12,365.88,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1639,1466,2023-07-08 00:00:00,293,12,574.76,<function <lambda> at 0x7ebdb933e050>,N/A,
1640,1357,2023-12-12 00:00:00,285,6,616.86,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
1641,1099,2023-08-29 00:00:00,219,14,595.57,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1642,1006,2023-09-27 00:00:00,279,10,569.43,<function <lambda> at 0x7ebdb933e050>,5,12345
1643,1029,2023-08-07 00:00:00,206,7,131.99,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1644,1466,2023-06-25 00:00:00,206,9,417.74,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1645,1304,2023-12-07 00:00:00,249,7,409.6,<function <lambda> at 0x7ebdb933e050>,1,12345
1646,1472,2023-08-21 00:00:00,201,2,371.92,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1647,1143,2023-05-31 00:00:00,246,6,339.16,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1648,1110,2023-10-04 00:00:00,213,9,66.97,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
1649,1231,2023-08-17 00:00:00,230,7,76.0,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
1650,1178,2023-06-20 00:00:00,249,2,632.09,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1651,1071,2023-08-11 00:00:00,260,3,442.98,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1652,1209,2023-08-01 00:00:00,240,8,187.31,<function <lambda> at 0x7ebdb933e050>,2,12345
1653,1219,2023-10-09 00:00:00,213,11,199.11,<function <lambda> at 0x7ebdb933e050>,N/A,
1654,1079,2023-02-10 00:00:00,204,9,Unknown,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1655,1499,2023-05-02 00:00:00,274,4,287.82,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1656,1082,2023-08-15 00:00:00,204,9,311.72,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1657,1041,2023-10-21 00:00:00,263,2,47.15,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
1658,1272,2023-03-29 00:00:00,228,13,101.42,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
1659,1190,2023-09-24 00:00:00,274,11,278.38,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1660,1172,2023-01-29 00:00:00,204,5,491.28,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1661,1460,2023-09-04 00:00:00,295,11,38.38,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1662,1006,2023-11-12 00:00:00,235,2,237.52,<function <lambda> at 0x7ebdb933e050>,5,
1663,1154,2023-09-01 00:00:00,278,11,488.08,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1664,1009,2023-03-02 00:00:00,218,1,555.48,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1665,1033,2023-05-27 00:00:00,263,13,137.2,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1666,1035,InvalidDate,221,14,513.38,<function <lambda> at 0x7ebdb933e050>,N/A,
1667,1408,2023-10-05 00:00:00,233,5,669.01,<function <lambda> at 0x7ebdb933e050>,4,12345
1668,1005,2023-11-30 00:00:00,255,2,635.23,<function <lambda> at 0x7ebdb933e050>,1,12345
1669,1407,2023-05-22 00:00:00,216,14,553.62,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1670,1401,2023-02-13 00:00:00,275,13,500.07,<function <lambda> at 0x7ebdb933e050>,2,
1671,1214,2023-05-24 00:00:00,288,7,168.42,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1672,1133,2023-12-19 00:00:00,255,8,445.56,<function <lambda> at 0x7ebdb933e050>,1,
1673,1284,2023-11-29 00:00:00,216,2,452.08,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1674,1125,2023-02-24 00:00:00,273,7,287.74,<function <lambda> at 0x7ebdb933e050>,5,
1675,1408,2023-11-03 00:00:00,291,4,Unknown,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1676,1438,2023-12-24 00:00:00,281,1,487.35,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1677,1336,2023-06-10 00:00:00,217,11,666.71,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
1678,1173,2023-10-12 00:00:00,244,3,210.24,<function <lambda> at 0x7ebdb933e050>,5,
1679,1151,2023-11-21 00:00:00,295,11,176.22,<function <lambda> at 0x7ebdb933e050>,2,12345
1680,1330,2023-07-17 00:00:00,277,12,423.26,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1681,1025,2023-06-08 00:00:00,255,1,95.91,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1682,1382,InvalidDate,279,5,Unknown,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1683,1114,2023-01-31 00:00:00,249,13,66.75,<function <lambda> at 0x7ebdb933e050>,1,
1684,1381,2023-04-22 00:00:00,257,8,345.96,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
1685,1481,2023-02-15 00:00:00,217,1,436.19,<function <lambda> at 0x7ebdb933e050>,3,12345
1686,1283,2023-12-19 00:00:00,279,14,53.73,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1687,1386,2023-07-24 00:00:00,280,9,148.83,<function <lambda> at 0x7ebdb933e050>,4,
1688,1074,2023-02-21 00:00:00,206,3,238.09,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1689,1165,2023-05-18 00:00:00,275,5,261.18,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1690,1188,2023-03-15 00:00:00,297,9,474.89,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1691,1077,2023-02-10 00:00:00,209,5,372.67,<function <lambda> at 0x7ebdb933e050>,4,
1692,1434,2023-03-18 00:00:00,268,9,270.57,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1693,1089,2023-07-06 00:00:00,284,10,318.22,<function <lambda> at 0x7ebdb933e050>,3,12345
1694,1175,2023-02-21 00:00:00,202,8,14.02,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
1695,1020,2023-03-28 00:00:00,282,7,540.52,<function <lambda> at 0x7ebdb933e050>,4,
1696,1053,2023-04-19 00:00:00,243,11,33.5,<function <lambda> at 0x7ebdb933e050>,3,Debit Card
1697,1183,2023-08-13 00:00:00,298,1,581.38,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
1698,1358,2023-09-05 00:00:00,269,4,380.99,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1699,1221,2023-03-10 00:00:00,213,9,371.83,<function <lambda> at 0x7ebdb933e050>,5,PayPal
1700,1314,2023-04-30 00:00:00,203,10,494.68,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1701,1327,2023-03-08 00:00:00,217,8,602.39,<function <lambda> at 0x7ebdb933e050>,3,12345
1702,1178,2023-03-02 00:00:00,292,4,660.14,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
1703,1275,2023-11-23 00:00:00,298,12,382.64,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1704,1111,2023-07-10 00:00:00,251,1,109.71,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
1705,1223,2023-07-08 00:00:00,237,10,615.65,<function <lambda> at 0x7ebdb933e050>,4,12345
1706,1213,2023-05-31 00:00:00,279,4,33.27,<function <lambda> at 0x7ebdb933e050>,3,
1707,1058,2023-10-13 00:00:00,219,3,566.1,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1708,1326,2023-04-06 00:00:00,287,6,477.89,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1709,1392,2023-11-08 00:00:00,298,11,633.79,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
1710,1108,2023-11-05 00:00:00,243,5,628.74,<function <lambda> at 0x7ebdb933e050>,N/A,12345
1711,1384,2023-09-20 00:00:00,250,5,41.94,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
1712,1156,2023-04-07 00:00:00,218,2,428.57,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1713,1190,2023-04-23 00:00:00,267,12,91.65,<function <lambda> at 0x7ebdb933e050>,4,12345
1714,1199,2023-05-05 00:00:00,296,3,59.54,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1715,1311,2023-05-12 00:00:00,265,11,316.55,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1716,1195,2023-05-01 00:00:00,212,6,72.83,<function <lambda> at 0x7ebdb933e050>,N/A,Credit Card
1717,1034,2023-07-16 00:00:00,261,2,510.89,<function <lambda> at 0x7ebdb933e050>,5,PayPal
1718,1378,2023-10-21 00:00:00,260,4,678.41,<function <lambda> at 0x7ebdb933e050>,2,12345
1719,1386,2023-05-02 00:00:00,229,2,400.86,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
1720,1245,2023-10-09 00:00:00,297,9,168.44,<function <lambda> at 0x7ebdb933e050>,1,
1721,1236,2023-09-17 00:00:00,229,3,591.03,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
1722,1103,2023-02-08 00:00:00,250,10,597.91,<function <lambda> at 0x7ebdb933e050>,3,12345
1723,1006,2023-02-23 00:00:00,287,10,514.29,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
1724,1282,2023-06-10 00:00:00,247,6,432.52,<function <lambda> at 0x7ebdb933e050>,5,
1725,1000,2023-10-16 00:00:00,232,1,608.12,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1726,1218,2023-07-19 00:00:00,273,13,118.49,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
1727,1463,2023-10-03 00:00:00,281,11,652.46,<function <lambda> at 0x7ebdb933e050>,3,12345
1728,1229,InvalidDate,218,14,663.31,<function <lambda> at 0x7ebdb933e050>,4,Debit Card
1729,1454,2023-06-22 00:00:00,270,10,611.03,<function <lambda> at 0x7ebdb933e050>,4,
1730,1171,2023-09-05 00:00:00,256,3,179.21,<function <lambda> at 0x7ebdb933e050>,4,12345
1731,1086,2023-08-06 00:00:00,218,8,601.43,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
1732,1040,2023-03-28 00:00:00,287,5,350.86,<function <lambda> at 0x7ebdb933e050>,4,12345
1733,1122,2023-03-23 00:00:00,278,8,418.48,<function <lambda> at 0x7ebdb933e050>,3,
1734,1330,2023-03-03 00:00:00,240,2,589.22,<function <lambda> at 0x7ebdb933e050>,1,Credit Card
1735,1297,2023-10-14 00:00:00,241,7,25.56,<function <lambda> at 0x7ebdb933e050>,3,
1736,1372,2023-02-11 00:00:00,286,9,257.25,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1737,1416,2023-01-12 00:00:00,251,7,571.91,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1738,1177,2023-11-17 00:00:00,203,3,570.7,<function <lambda> at 0x7ebdb933e050>,1,
1739,1062,2023-08-22 00:00:00,203,7,594.84,<function <lambda> at 0x7ebdb933e050>,5,Credit Card
1740,1483,2023-11-25 00:00:00,204,8,122.61,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1741,1164,2023-05-11 00:00:00,240,14,495.59,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1742,1488,2023-04-25 00:00:00,286,1,106.82,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1743,1186,2023-08-06 00:00:00,260,13,550.64,<function <lambda> at 0x7ebdb933e050>,1,12345
1744,1382,2023-05-17 00:00:00,274,13,175.36,<function <lambda> at 0x7ebdb933e050>,3,
1745,1208,2023-04-16 00:00:00,254,3,517.78,<function <lambda> at 0x7ebdb933e050>,1,
1746,1226,2023-06-28 00:00:00,274,5,321.23,<function <lambda> at 0x7ebdb933e050>,1,
1747,1431,2023-01-16 00:00:00,212,12,690.45,<function <lambda> at 0x7ebdb933e050>,1,
1748,1388,2023-08-30 00:00:00,213,6,408.03,<function <lambda> at 0x7ebdb933e050>,2,12345
1749,1047,2023-11-30 00:00:00,259,3,444.64,<function <lambda> at 0x7ebdb933e050>,N/A,
1750,1223,2023-08-14 00:00:00,271,4,260.87,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1751,1002,2023-08-30 00:00:00,224,5,515.49,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1752,1371,2023-05-21 00:00:00,281,3,348.95,<function <lambda> at 0x7ebdb933e050>,N/A,12345
1753,1174,2023-07-18 00:00:00,243,4,17.56,<function <lambda> at 0x7ebdb933e050>,1,12345
1754,1445,2023-04-22 00:00:00,281,5,427.96,<function <lambda> at 0x7ebdb933e050>,3,
1755,1098,2023-05-07 00:00:00,209,2,582.17,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1756,1115,2023-01-21 00:00:00,270,10,169.58,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1757,1269,2023-05-27 00:00:00,249,9,158.64,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1758,1446,2023-03-30 00:00:00,243,10,428.18,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1759,1367,2023-10-30 00:00:00,213,8,573.5,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1760,1252,2023-07-22 00:00:00,214,12,178.49,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1761,1316,2023-03-26 00:00:00,215,6,652.92,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1762,1414,2023-06-16 00:00:00,201,10,649.53,<function <lambda> at 0x7ebdb933e050>,2,Credit Card
1763,1094,2023-03-13 00:00:00,229,11,144.37,<function <lambda> at 0x7ebdb933e050>,5,12345
1764,1272,2023-10-25 00:00:00,229,3,188.33,<function <lambda> at 0x7ebdb933e050>,3,12345
1765,1379,2023-01-09 00:00:00,281,11,491.92,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
1766,1023,2023-10-08 00:00:00,230,2,666.45,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1767,1115,2023-09-15 00:00:00,276,7,498.37,<function <lambda> at 0x7ebdb933e050>,N/A,
1768,1150,2023-10-02 00:00:00,219,8,314.21,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1769,1337,2023-08-26 00:00:00,248,10,122.46,<function <lambda> at 0x7ebdb933e050>,N/A,
1770,1049,2023-01-20 00:00:00,234,1,325.4,<function <lambda> at 0x7ebdb933e050>,2,
1771,1205,2023-08-21 00:00:00,222,14,426.7,<function <lambda> at 0x7ebdb933e050>,5,Debit Card
1772,1497,2023-08-09 00:00:00,296,6,235.01,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1773,1334,2023-11-22 00:00:00,298,7,359.63,<function <lambda> at 0x7ebdb933e050>,5,
1774,1078,2023-01-17 00:00:00,299,13,95.5,<function <lambda> at 0x7ebdb933e050>,2,12345
1775,1069,2023-03-30 00:00:00,260,9,319.27,<function <lambda> at 0x7ebdb933e050>,5,12345
1776,1026,2023-07-15 00:00:00,283,12,68.09,<function <lambda> at 0x7ebdb933e050>,N/A,Debit Card
1777,1270,2023-12-16 00:00:00,254,3,39.12,<function <lambda> at 0x7ebdb933e050>,3,
1778,1049,2023-03-25 00:00:00,266,2,600.78,<function <lambda> at 0x7ebdb933e050>,2,Debit Card
1779,1291,2023-03-28 00:00:00,207,5,147.53,<function <lambda> at 0x7ebdb933e050>,5,12345
1780,1246,2023-11-03 00:00:00,239,13,404.73,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1781,1263,2023-12-04 00:00:00,258,10,108.54,<function <lambda> at 0x7ebdb933e050>,4,
1782,1078,2023-06-03 00:00:00,231,1,187.46,<function <lambda> at 0x7ebdb933e050>,4,
1783,1386,2023-08-16 00:00:00,292,13,256.13,<function <lambda> at 0x7ebdb933e050>,2,12345
1784,1189,2023-09-21 00:00:00,206,6,104.86,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1785,1046,2023-08-11 00:00:00,201,9,36.94,<function <lambda> at 0x7ebdb933e050>,3,Credit Card
1786,1460,2023-05-01 00:00:00,284,10,614.63,<function <lambda> at 0x7ebdb933e050>,2,PayPal
1787,1360,2023-06-22 00:00:00,205,9,13.22,<function <lambda> at 0x7ebdb933e050>,1,12345
1788,1353,InvalidDate,291,7,47.62,<function <lambda> at 0x7ebdb933e050>,1,PayPal
1789,1471,2023-12-08 00:00:00,235,14,564.53,<function <lambda> at 0x7ebdb933e050>,2,12345
1790,1487,2023-05-08 00:00:00,231,11,201.0,<function <lambda> at 0x7ebdb933e050>,4,
1791,1351,2023-04-20 00:00:00,244,7,507.36,<function <lambda> at 0x7ebdb933e050>,4,12345
1792,1188,2023-12-21 00:00:00,241,8,106.63,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
1793,1415,2023-02-06 00:00:00,252,10,169.91,<function <lambda> at 0x7ebdb933e050>,3,PayPal
1794,1255,2023-03-12 00:00:00,208,14,403.08,<function <lambda> at 0x7ebdb933e050>,N/A,12345
1795,1221,2023-10-16 00:00:00,274,2,692.1,<function <lambda> at 0x7ebdb933e050>,4,PayPal
1796,1371,2023-01-31 00:00:00,286,14,56.04,<function <lambda> at 0x7ebdb933e050>,3,12345
1797,1240,2023-09-25 00:00:00,274,6,283.39,<function <lambda> at 0x7ebdb933e050>,4,Credit Card
1798,1268,2023-01-11 00:00:00,248,5,34.94,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1799,1000,2023-12-10 00:00:00,201,5,143.46,<function <lambda> at 0x7ebdb933e050>,2,
1800,1033,2023-11-24 00:00:00,266,13,635.69,<function <lambda> at 0x7ebdb933e050>,5,
1801,1445,2023-02-01 00:00:00,210,3,72.04,<function <lambda> at 0x7ebdb933e050>,1,12345
1802,1078,2023-02-26 00:00:00,249,3,600.51,<function <lambda> at 0x7ebdb933e050>,2,
1803,1235,2023-06-15 00:00:00,234,6,128.57,<function <lambda> at 0x7ebdb933e050>,4,
1804,1333,2023-07-07 00:00:00,214,12,603.94,<function <lambda> at 0x7ebdb933e050>,N/A,PayPal
1805,1376,2023-12-08 00:00:00,274,10,378.93,<function <lambda> at 0x7ebdb933e050>,1,12345
1806,1348,2023-01-19 00:00:00,230,13,615.35,<function <lambda> at 0x7ebdb933e050>,5,PayPal
1807,1097,2023-04-26 00:00:00,291,10,110.43,<function <lambda> at 0x7ebdb933e050>,5,12345
1808,1081,2023-07-03 00:00:00,261,7,534.62,<function <lambda> at 0x7ebdb933e050>,N/A,
1809,1454,2023-09-27 00:00:00,227,14,478.09,<function <lambda> at 0x7ebdb933e050>,N/A,12345
1810,1476,2023-02-02 00:00:00,295,1,382.34,<function <lambda> at 0x7ebdb933e050>,4,12345
1811,1414,2023-01-10 00:00:00,224,14,568.36,<function <lambda> at 0x7ebdb933e050>,1,Debit Card
